"TREASURE"	"TREASURE"	"allowUnitTypes1"	"allowUnitTypes2"	"allowUnitTypes3"	"allowUnitTypes4"	"allowUnitTypes5"	"allowUnitTypes6"	"globalThemeRequired"	"unknown02"	"pickTypes"	"picks"	"undefined01"	"undefined02"	"undefined03"	"undefined04"	"undefined05"	"noDrop"	"levelBoost"	"moneyChanceMultiplier"	"moneyLuckChanceMultiplier"	"moneyAmountMultiplier"	"item1m"	"item1"	"value1"	"item2m"	"item2"	"value2"	"item3m"	"item3"	"value3"	"item4m"	"item4"	"value4"	"item5m"	"item5"	"value5"	"item6m"	"item6"	"value6"	"item7m"	"item7"	"value7"	"item8m"	"item8"	"value8"	"spawnCondition"	"spawnFromMonsterUnitType"	"spawnFromLevelTheme"
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic2_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1426	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic2_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1426	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic2_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1426	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic2_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1428	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic2_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1428	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic2_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1428	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic2_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1430	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic2_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1430	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic2_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1430	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic3_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1432	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic3_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1432	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic3_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1432	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic3_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1434	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic3_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1434	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic3_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1434	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic3_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1436	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic3_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1436	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic3_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1436	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic3_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1438	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic3_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1438	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic3_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1438	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic3_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1440	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic3_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1440	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic3_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1440	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic3_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1442	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic3_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1442	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic3_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1442	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic3_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1444	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic3_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1444	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic3_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1444	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic4_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1446	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic4_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1446	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic4_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1446	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic4_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1448	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic4_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1448	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic4_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1448	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic4_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1450	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic4_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1450	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic4_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1450	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic4_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1452	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic4_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1452	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic4_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1452	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic4_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1454	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic4_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1454	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic4_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1454	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic4_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1456	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic4_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1456	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic4_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1456	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_mystic4_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1458	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_mystic4_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1458	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_mystic4_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1458	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech1_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1460	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech1_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1460	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech1_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1460	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech1_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1462	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech1_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1462	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech1_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1462	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech1_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1465	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech1_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1465	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech1_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1465	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech1_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1467	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech1_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1467	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech1_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1467	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech1_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1470	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech1_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1470	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech1_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1470	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech1_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1473	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech1_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1473	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech1_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1473	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech1_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1475	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech1_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1475	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech1_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1475	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech2_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1477	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech2_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1477	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech2_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1477	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech2_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1479	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech2_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1479	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech2_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1479	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech2_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1481	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech2_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1481	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_h_tech2_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	1481	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_h_tech2_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	1483	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_h_tech2_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	1483	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
