SPAWNCLASS	spawnClass	code	pickType	rememberPick	pick1	spawn1	count1	weight1	pick2	spawn2	count2	weight2	pick3	spawn3	count3	weight3	pick4	spawn4	count4	weight4	pick5	spawn5	count5	weight5	pick6	spawn6	count6	weight6	pick7	spawn7	count7	weight7	pick8	spawn8	count8	weight8
"3,63,0,-1,0,-1"	sc_L16toL20_river_orbiles	18758	1	0	3	37	"26,1,0"	1	1	164	"710,26,1,26,2,3,33,0"	3	1	472	"710,26,2,26,4,3,33,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_bigcity	31045	1	1	3	288	"26,1,0"	1	3	289	"26,1,0"	1	3	290	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_bigcity_undead	19014	1	0	1	613	"26,1,0"	3	1	634	"710,26,1,26,2,3,33,0"	6	3	291	"26,1,0"	10	1	61	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_bigcity_spectral	19270	1	0	1	401	"26,1,0"	3	1	383	"710,26,1,26,3,3,33,0"	9	3	291	"26,1,0"	10	1	61	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_bigcity_darklings	19526	1	0	3	11	"26,1,0"	6	3	291	"26,1,0"	5	1	61	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_bigcity_punks	19782	1	1	3	35	"710,26,2,26,7,3,33,0"	2	1	443	"710,26,1,26,4,3,33,0"	2	1	361	"710,26,1,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_tubes	31301	1	1	3	293	"26,1,0"	1	3	294	"26,1,0"	1	3	295	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_tubes_hellmeat	20038	1	0	1	203	"710,26,1,26,2,3,33,0"	1	1	634	"710,26,1,26,2,3,33,0"	2	1	2	"710,26,1,26,5,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_tubes_darklings	20294	1	0	3	11	"26,1,0"	3	1	83	"710,26,1,26,3,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_tubes_summoner	20550	1	0	1	613	"26,1,0"	1	1	454	"710,26,1,26,3,3,33,0"	4	1	5	"710,26,1,26,3,3,33,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_minirooms	16710	1	1	3	297	"26,1,0"	1	3	298	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_minirooms_warpers	20806	1	0	1	506	"26,1,0"	1	3	299	"26,1,0"	2	3	35	"710,26,4,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_minirooms_defilers	21062	1	0	1	83	"710,26,1,26,3,3,33,0"	1	3	299	"26,1,0"	1	3	35	"710,26,4,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_minirooms_wierdos	21318	1	1	1	552	"710,26,1,26,3,3,33,0"	1	1	454	"710,26,1,26,2,3,33,0"	1	1	227	"710,26,1,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_sewers	16966	1	0	3	301	"26,1,0"	4	3	302	"26,1,0"	8	3	304	"26,1,0"	9	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_sewers_bigboys	21574	1	1	1	401	"26,1,0"	1	1	506	"26,1,0"	1	1	203	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_sewers_troops	21830	1	1	3	27	"26,1,0"	1	3	303	"26,1,0"	1	1	83	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_sewers_undead	22086	1	1	1	454	"710,26,1,26,2,3,33,0"	1	1	552	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_sewers_punks	22342	1	1	1	519	"710,26,2,26,7,3,33,0"	1	1	2	"710,26,1,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_alleys	17222	1	1	3	306	"26,1,0"	1	3	307	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_alleys_darklings	22854	1	0	3	11	"26,1,0"	1	3	308	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_alleys_orbiles	23110	1	0	3	37	"26,1,0"	1	3	308	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_alleys_beasts_or_undead	24902	1	0	3	309	"26,1,0"	1	3	310	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_alleys_beasts	25158	1	1	1	474	"710,26,1,26,2,3,33,0"	1	1	443	"710,26,2,26,5,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_alleys_undead	25414	1	1	1	634	"710,26,1,26,2,3,33,0"	1	1	519	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_hellrift	17478	1	0	3	11	"26,1,0"	3	1	417	"26,1,0"	1	3	312	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_hellrift_otherthing	25670	1	1	1	164	"710,26,1,26,2,3,33,0"	1	1	454	"710,26,1,26,3,3,33,0"	1	1	401	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_crypts	17734	1	1	3	314	"26,1,0"	1	3	315	"26,1,0"	1	3	316	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_crypts_horde	25926	1	0	3	27	"26,1,0"	1	3	317	"26,1,0"	1	3	318	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_crypts_husk	26182	1	0	1	401	0	2	3	317	"26,1,0"	3	3	318	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_crypts_bile	26438	1	0	3	37	"26,1,0"	2	1	341	"26,1,0"	1	3	317	"26,1,0"	3	3	318	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_crypts_somethingelse	26694	1	1	1	43	"710,26,1,26,2,3,33,0"	1	1	5	"710,26,1,26,3,3,33,0"	1	1	552	"710,26,1,26,3,3,33,0"	1	1	474	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_crypts_somethingelse2	26950	1	1	1	43	"710,26,1,26,2,3,33,0"	1	1	5	"710,26,1,26,3,3,33,0"	1	1	552	"710,26,1,26,3,3,33,0"	1	1	474	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_helldungeon	17990	1	0	3	320	"26,1,0"	3	3	321	"26,1,0"	8	3	322	"26,1,0"	15	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_helldungeon_big	27206	1	1	1	61	"26,1,0"	1	1	179	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_helldungeon_medium	27462	1	1	1	43	"26,1,0"	1	1	383	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_helldungeon_small	27718	1	1	3	35	"710,26,2,26,7,3,33,0"	1	1	443	"710,26,1,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_InsideExospector	18248	1	0	3	37	"26,1,0"	5	1	506	"26,1,0"	1	1	79	"710,26,1,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_BigGunDown	20807	1	0	3	35	"710,26,1,26,3,3,33,0"	3	1	110	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_river	18760	1	1	3	326	"26,1,0"	1	3	327	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_river_imps	19016	1	0	3	14	"26,1,0"	24	3	328	"26,1,0"	4	3	330	"26,1,0"	10	3	120	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_river_regular	19272	1	0	3	328	"26,1,0"	3	3	329	"26,1,0"	6	3	330	"26,1,0"	10	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_river_big	19528	1	1	1	405	"26,1,0"	1	1	43	"710,26,1,26,2,3,33,0"	1	1	64	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_river_medium	19784	1	1	1	83	"710,26,1,26,3,3,33,0"	1	1	457	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_river_small	20040	1	1	1	445	"710,26,2,26,5,3,33,0"	1	1	361	"710,26,2,26,5,3,33,0"	2	1	508	"710,26,1,26,3,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_bigcity	20296	1	1	3	332	"26,1,0"	1	3	333	"26,1,0"	1	3	334	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_bigcity_carnagor	20552	1	0	1	43	"710,26,1,26,2,3,33,0"	1	3	335	"26,1,0"	3	1	508	"710,26,1,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_bigcity_summoner	20808	1	0	1	619	"26,1,0"	1	3	335	"26,1,0"	3	1	364	"710,26,1,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_bigcity_seraph	21064	1	0	1	64	"710,26,1,26,2,3,33,0"	1	3	335	"26,1,0"	3	3	35	"710,26,4,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_bigcity_medium	21320	1	1	3	27	"26,1,0"	1	1	386	"710,26,1,26,3,3,33,0"	1	1	486	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_tubes	21576	1	1	3	337	"26,1,0"	1	3	338	"26,1,0"	1	3	339	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_tubes_orbiles	21832	1	0	3	37	"26,1,0"	1	1	296	"710,26,1,26,3,3,33,0"	3	1	308	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_tubes_vortex	22088	1	0	1	424	"26,1,0"	1	3	27	"26,1,0"	3	1	445	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_tubes_fury	22344	1	0	1	183	"26,1,0"	2	1	296	"710,26,1,26,3,3,33,0"	3	1	282	"710,26,1,26,3,3,33,0"	3	3	35	"710,26,4,26,7,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_minirooms	22600	1	0	3	341	"26,1,0"	1	3	342	"26,1,0"	3	3	343	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_minirooms_big	22856	1	1	1	209	"26,1,0"	1	1	424	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_minirooms_medium	23112	1	1	1	282	"710,26,1,26,2,3,33,0"	1	1	642	"710,26,1,26,2,3,33,0"	1	1	605	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_minirooms_small	24904	1	1	1	7	"710,26,1,26,4,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_sewers	25160	1	1	3	345	"26,1,0"	1	3	346	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_sewers_gremlins	25416	1	0	3	14	"26,1,0"	4	3	347	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_sewers_mix	25672	1	0	3	347	"26,1,0"	1	3	348	"26,1,0"	3	3	349	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_sewers_big	25928	1	1	1	619	"26,1,0"	1	3	37	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_sewers_medium	26184	1	1	1	642	"710,26,1,26,2,3,33,0"	1	1	486	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_sewers_small	26440	1	1	1	7	"710,26,2,26,5,3,33,0"	1	1	308	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_alleys	26696	1	1	3	351	"26,1,0"	1	3	352	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_alleys_lashers	26952	1	0	3	353	"26,1,0"	1	3	27	"26,1,0"	5	1	7	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_alleys_regular	27208	1	0	3	353	"26,1,0"	1	3	354	"26,1,0"	3	1	110	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_alleys_big	27464	1	1	1	183	"26,1,0"	1	1	405	"26,1,0"	1	1	310	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_alleys_medium	27720	1	1	1	386	"710,26,1,26,3,3,33,0"	1	1	474	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_hellrift	27976	1	0	1	424	"710,26,1,26,2,3,33,0"	1	3	356	"26,1,0"	3	1	7	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_hellrift_medium	28232	1	1	1	474	"710,26,1,26,3,3,33,0"	1	1	386	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_crypts	28488	1	0	3	358	"26,1,0"	1	3	359	"26,1,0"	3	3	360	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_crypts_big	28744	1	1	1	310	"26,1,0"	1	1	619	"26,1,0"	1	1	64	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_crypts_medium	29000	1	1	1	486	"710,26,1,26,3,3,33,0"	1	1	83	"710,26,1,26,3,3,33,0"	1	1	605	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_crypts_small	29256	1	1	1	445	"710,26,1,26,4,3,33,0"	1	1	508	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L21toL25_helldungeon	29512	1	1	3	362	"26,1,0"	1	3	363	"26,1,0"	1	3	364	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_helldungeon_hulks	29768	1	0	1	167	"710,26,1,26,2,3,33,0"	3	3	14	"26,1,0"	8	1	364	"710,26,1,26,3,3,33,0"	8	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_helldungeon_orbiles	30024	1	0	3	37	"26,1,0"	3	1	642	"710,26,2,26,3,3,33,0"	8	1	457	"710,26,1,26,3,3,33,0"	8	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L21toL25_helldungeon_hellmeat	30280	1	0	1	209	"26,1,0"	3	1	296	"710,26,2,26,4,3,33,0"	8	1	457	"710,26,1,26,3,3,33,0"	8	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_river	30536	1	1	3	366	"26,1,0"	2	3	367	"26,1,0"	1	3	368	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_river_summoner	30792	1	0	1	623	"26,1,0"	3	1	390	"710,26,1,26,4,3,33,0"	8	1	646	"710,26,1,26,3,3,33,0"	8	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_river_hulks	31048	1	0	1	170	"710,26,1,26,2,3,33,0"	3	1	49	"710,26,1,26,2,3,33,0"	5	3	35	"710,26,4,26,7,3,33,0"	8	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_river_fury	31304	1	0	1	186	"26,1,0"	3	1	49	"710,26,1,26,2,3,33,0"	5	1	309	"710,26,2,26,5,3,33,0"	11	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_bigcity	16713	1	1	3	370	"26,1,0"	1	3	371	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_bigcity_imps	16969	1	0	3	14	"26,1,0"	4	1	646	"710,26,1,26,3,3,33,0"	2	3	372	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_bigcity_regular	17225	1	0	3	372	"26,1,0"	1	3	373	"26,1,0"	2	3	374	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_bigcity_big	17481	1	1	1	213	"26,1,0"	1	1	67	"710,26,1,26,2,3,33,0"	1	1	49	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_bigcity_medium	17737	1	1	3	37	"26,1,0"	1	1	646	"710,26,1,26,3,3,33,0"	1	1	170	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_bigcity_small	17993	1	1	1	110	"710,26,1,26,3,3,33,0"	1	1	7	"710,26,2,26,5,3,33,0"	1	3	35	"710,26,4,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_tubes	18249	1	0	3	376	"26,1,0"	1	3	377	"26,2,0"	1	3	378	"26,4,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_tubes_big	18505	1	1	1	320	"26,1,0"	1	1	512	"26,1,0"	1	1	395	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_tubes_medium	18761	1	1	1	170	"710,26,1,26,2,3,33,0"	2	1	299	"710,26,1,26,4,3,33,0"	1	1	285	"710,26,1,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_tubes_small	19017	1	1	1	459	"710,26,2,26,4,3,33,0"	1	1	89	"710,26,1,26,3,3,33,0"	1	1	7	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_minirooms	19273	1	1	3	380	"26,1,0"	1	3	381	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_minirooms_summoner	19529	1	0	1	623	"26,1,0"	1	3	383	"26,1,0"	2	1	459	"710,26,1,26,4,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_minirooms_regular	19785	1	0	3	382	"26,1,0"	1	3	383	"26,1,0"	2	3	384	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_minirooms_big	20041	1	1	3	37	"26,1,0"	1	1	320	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_minirooms_medium	20297	1	1	1	299	"710,26,1,26,4,3,33,0"	1	1	285	"710,26,1,26,4,3,33,0"	1	1	488	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_minirooms_small	20553	1	1	1	459	"710,26,1,26,4,3,33,0"	1	3	35	"710,26,4,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_sewers	20809	1	0	3	386	"26,1,0"	1	3	387	"26,1,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_sewers_big	21065	1	1	1	320	"710,26,1,26,2,3,33,0"	1	1	512	"710,26,1,26,2,3,33,0"	1	1	186	"710,26,1,26,2,3,33,0"	1	1	427	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
