PROPS	name	outDoor	outDoorVisibility	computeAmbientOcclusion	noMonsterSpawn	noAdventures	noSubLevelEntrance	occupiesNodes	raisesNodes	fullCollision	dontObstructSound	dontOccludeVisibility	thirdPersonCameraIgnore	rtsCameraIgnore	havokSliceType	roomVersion	nodeBuffer	reverbEnvironment	backGroundSound	noGore	noHumans
"3,60,0,-1,0,-1"	Props\Hell Structures\HellPalace_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell Structures\HellPalace_A_collision	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell Structures\HellPalace_B	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell Structures\HellPalace_B_collision	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell Structures\HellTemple_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell Structures\HellTower_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell Structures\HellTower_B	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Holiday_Winter\Christmas_Tree_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Holiday_Winter\Gift_Pile_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Holiday_Winter\Gift_Pile_B	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Holiday_Winter\Gift_Single_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Holiday_Winter\Menorah_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Holiday_Winter\Snowman_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Holiday_Winter\Wreath_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Hay_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\pile_prop_a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Grass_Prop_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Grass_Green_Prop_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Grass_Prop_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Grass_Green_Prop_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Grass_Prop_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Rock_Prop_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Rock_Prop_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Rock_Prop_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Flower_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Flower_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Flower_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Flower_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Fern_PropA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Fern_Green_PropA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Fern_PropB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Tree_A	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Tree_B	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Tree_C	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Tree_D	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Tree_E	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Dead_Tree_F	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Cobwebs_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Cobwebs_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Cobwebs_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\Roots_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\forest_shack_A	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\outhouse_A	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\barrel_prop	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\cattails	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\stumpA	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Country\broadleaf_propA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Crypt _objects\Ice_A	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Crypt _objects\Ice_BCa	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Crypt _objects\Ice_N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Crypt _objects\Ice_BCI	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Crypt _objects\coffin_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Crypt _objects\cross_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Foundry\armor_rack	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Foundry\furnace_door	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Foundry\gantry_crane	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Foundry\robotic_armor_station	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Foundry\hook	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Foundry\conveyor_belt	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Foundry\boiler	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\shrine	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\lost_angel	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\Portal_Psquare_A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\hell_tower_portal	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\Abyss_Light_A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\Abyss_Light_B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\behemoth	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\matalith	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\orbus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\speleopod	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\ctf_flagbase	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\shrine2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\crater_propA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\crater_propB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\outcrop_prop	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\outcrop_propB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Abyss\outcrop_propC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\office_cabinet	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\conference_table	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\cubical	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\cubical_B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\desk	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\FloorLamp	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\FloorLampGlow	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\IndustrialRefrigerator	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\IndustrialStove	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\urinal	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\file_cabinets	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Office\office_chair	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Blood\BloodDecal01	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0		-1	636	636
"3,60,0,-1,0,-1"	Props\Blood\BloodDecal01_C	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Blood\BloodDecal02	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0		-1	638	638
"3,60,0,-1,0,-1"	Props\Blood\BloodDecal02_C	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Blood\BloodDecal03	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0		-1	640	640
"3,60,0,-1,0,-1"	Props\Blood\BloodDecal03_C	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Blood\BloodDecal04	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0		-1	642	642
"3,60,0,-1,0,-1"	Props\Blood\BloodDecal04_C	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Blood\BloodBody01	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0		-1	644	644
"3,60,0,-1,0,-1"	Props\Blood\BloodBody01_C	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Blood\BloodBody02	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0		-1	646	646
"3,60,0,-1,0,-1"	Props\Blood\BloodBody02_C	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
