name	code	undefined1	rowCollection	order	debug	randomAppearanceGroups1	randomAppearanceGroups2	randomAppearanceGroups3	randomAppearanceGroups4	randomAppearanceGroups5	randomAppearanceGroups6	randomAppearanceGroups7	randomAppearanceGroups8	randomAppearanceGroups9	randomAppearanceGroups10	layerSet1	layerSet2	layerSet3	layerSet4	layerSet5	modelGroup	textureSetGroup	blendOp	blendOpTemplar	blendOpCabalist	blendOpHunter	blendOpAdventurer	offHandlayer	undefined2	attachType	attachName	undefined5	attachBone	hasBoneIndex	boneIndex	state
	0	0	753	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	29	-1	-1	0	0		-1		0	0	-1
apprentice1_templar_boots	20805	0	760	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	760	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice2_templar_boots	21061	0	761	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	761	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice3_templar_boots	21317	0	762	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	762	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice4_templar_boots	21573	0	763	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	763	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
creation_evoker_female	22851	0	2000	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2000	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2000	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	-1	36	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2000	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	35	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2000	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	-1	34	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2000	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	29	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2000	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	32	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2000	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	17	-1	-1	-1	0	0		-1		0	0	-1
creation_evoker_male	23107	0	2001	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2001	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2001	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	-1	36	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2001	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	35	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2001	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	-1	34	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2001	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	29	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2001	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	32	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2001	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	17	-1	-1	-1	0	0		-1		0	0	-1
creation_metamorph_female	24899	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	35	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	36	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	19	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	20	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	18	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	30	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	29	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	32	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2002	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	17	-1	-1	-1	0	0		-1		0	0	-1
creation_metamorph_male	25155	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	35	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	36	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	19	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	20	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	18	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	30	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	29	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	32	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2003	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	17	-1	-1	-1	0	0		-1		0	0	-1
creation_summoner_female	25411	0	2004	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	-1	30	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2004	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	-1	17	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2004	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	18	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2004	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2004	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	-1	21	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2004	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	37	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2004	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
creation_summoner_male	25667	0	2005	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	16	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2005	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	17	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2005	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	-1	30	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2005	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	-1	37	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2005	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
creation_engineer_female	25923	0	2006	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	-1	0	-1	-1	0	0		-1		0	0	-1
creation_engineer_male	26179	0	2007	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	-1	0	-1	-1	0	0		-1		0	0	-1
creation_marksman_female	26435	0	2008	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	40	-1	-1	0	0		-1		0	0	-1
	0	0	2008	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	17	-1	-1	0	0		-1		0	0	-1
	0	0	2008	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	22	-1	-1	0	0		-1		0	0	-1
	0	0	2008	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	34	-1	-1	0	0		-1		0	0	-1
	0	0	2008	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	29	-1	-1	0	0		-1		0	0	-1
	0	0	2008	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	32	-1	-1	0	0		-1		0	0	-1
creation_marksman_male	26691	0	2009	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	40	-1	-1	0	0		-1		0	0	-1
	0	0	2009	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	17	-1	-1	0	0		-1		0	0	-1
	0	0	2009	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	22	-1	-1	0	0		-1		0	0	-1
	0	0	2009	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	34	-1	-1	0	0		-1		0	0	-1
	0	0	2009	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	29	-1	-1	0	0		-1		0	0	-1
	0	0	2009	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	-1	-1	32	-1	-1	0	0		-1		0	0	-1
creation_recon_female	26947	0	2010	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	30	-1	-1	0	0		-1		0	0	-1
	0	0	2010	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	17	-1	-1	0	0		-1		0	0	-1
	0	0	2010	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	16	-1	-1	0	0		-1		0	0	-1
	0	0	2010	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	37	-1	-1	0	0		-1		0	0	-1
	0	0	2010	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	40	-1	-1	0	0		-1		0	0	-1
creation_recon_male	27203	0	2011	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	30	-1	-1	0	0		-1		0	0	-1
	0	0	2011	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	17	-1	-1	0	0		-1		0	0	-1
	0	0	2011	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	16	-1	-1	0	0		-1		0	0	-1
	0	0	2011	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	37	-1	-1	0	0		-1		0	0	-1
	0	0	2011	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	-1	-1	40	-1	-1	0	0		-1		0	0	-1
creation_blademaster_female	27459	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	40	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	35	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	36	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	21	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	18	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	30	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2112	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	17	-1	-1	-1	-1	0	0		-1		0	0	-1
creation_blademaster_male	27715	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	40	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	35	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	36	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	21	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	18	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	30	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2113	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	17	-1	-1	-1	-1	0	0		-1		0	0	-1
creation_guardian_female	27971	0	2114	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	40	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2114	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	37	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2114	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	21	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2114	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	18	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2114	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	34	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2114	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2114	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2114	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	17	-1	-1	-1	-1	0	0		-1		0	0	-1
creation_guardian_male	28227	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	40	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	15	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	37	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	21	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	18	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	34	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2115	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	17	-1	-1	-1	-1	0	0		-1		0	0	-1
creation_exemplar_female	28483	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	39	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	15	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	13	14	-1	37	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	19	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	20	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	18	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	30	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2116	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	17	-1	-1	-1	-1	0	0		-1		0	0	-1
creation_exemplar_male	28739	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	39	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	15	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	13	14	-1	37	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	19	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	20	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	18	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	30	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	29	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	32	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	2117	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	17	-1	-1	-1	-1	0	0		-1		0	0	-1
test_01_hand_left	16689	0	50	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	19	19	19	-1	-1	0	0		-1		0	0	-1
test_02_hand_right	16945	0	51	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	20	20	20	-1	-1	0	0		-1		0	0	-1
test_03_forearm_left	17201	0	52	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	10	10	10	-1	-1	0	0		-1		0	0	-1
test_04_forearm_right	17457	0	53	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	11	11	11	-1	-1	0	0		-1		0	0	-1
test_05_bicep_left	17713	0	54	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	13	13	13	-1	-1	0	0		-1		0	0	-1
test_06_bicep_right	17969	0	55	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	14	14	14	-1	-1	0	0		-1		0	0	-1
test_07_shoulder_left	18225	0	56	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
test_08_shoulder_right	18481	0	57	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
test_09_torso	18737	0	58	120	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	73	62	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
