"WARDROBE_TEXTURESET"	"texture_set"	"appearanceGroupFolder"	"appearanceGroup1"	"appearanceGroup2"	"folder"	"diffuse"	"normal"	"specular"	"lightMap"	"colorMask"	"undefined1"	"undefinedBool1"	"undefinedBool2"	"undefinedBool3"	"undefinedBool4"	"undefinedBool5"	"undefinedInt1"	"undefinedInt2"	"undefinedInt3"	"undefinedInt4"	"undefinedInt5"	"undefinedInt6"	"undefinedInt7"	"undefinedInt8"	"undefinedInt9"	"undefinedInt10"	"sizeDiffuseW"	"sizeDiffuseH"	"sizeNormalW"	"sizeNormalH"	"sizeSpecularW"	"sizeSpecularH"	"sizeLightMapW"	"sizeLightMapH"	"sizeColorMaskW"	"sizeColorMaskH"	"undefined2"	"undefined2a"
"3,62,0,-1,0,-1"	54	21	21	-1	"Male_5"	"Male_5_diffuse"	"Male_5_Normal"	"Male_5_Specular"	"Male_5_sillum"	"Male_5_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	22	22	-1	"Male_6"	"Male_6_diffuse"	"Male_6_Normal"	"Male_6_Specular"	"Male_6_sillum"	"Male_6_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	23	23	-1	"Male_7"	"Male_7_diffuse"	"Male_7_Normal"	"Male_7_Specular"	"Male_7_sillum"	"Male_7_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	24	24	-1	"Male_8"	"Male_8_diffuse"	"Male_8_Normal"	"Male_8_Specular"	"Male_8_sillum"	"Male_8_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	25	25	-1	"Male_9"	"Male_9_diffuse"	"Male_9_Normal"	"Male_9_Specular"	"Male_9_sillum"	"Male_9_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	26	26	-1	"Male_10"	"Male_10_diffuse"	"Male_10_Normal"	"Male_10_Specular"	"Male_10_sillum"	"Male_10_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	27	27	-1	"Male_11"	"Male_11_diffuse"	"Male_11_Normal"	"Male_11_Specular"	"Male_11_sillum"	"Male_11_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	32	32	-1	"male_hair_01"	"male_hair_01_diffuse"	"male_hair_01_normal"	"male_hair_01_specular"	"male_hair_01_sillum"	"male_hair_01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	33	33	-1	"male_hair_02"	"male_hair_02_diffuse"	"male_hair_02_normal"	"male_hair_02_specular"	"male_hair_02_sillum"	"male_hair_02_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	34	34	-1	"male_hair_03"	"male_hair_03_diffuse"	"male_hair_03_normal"	"male_hair_03_specular"	"male_hair_03_sillum"	"male_hair_03_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	35	35	-1	"male_hair_04"	"male_hair_04_diffuse"	"male_hair_04_normal"	"male_hair_04_specular"	"male_hair_04_sillum"	"male_hair_04_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	36	36	-1	"male_hair_05"	"male_hair_05_diffuse"	"male_hair_05_normal"	"male_hair_05_specular"	"male_hair_05_sillum"	"male_hair_05_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	37	37	-1	"male_hair_06"	"male_hair_06_diffuse"	"male_hair_06_normal"	"male_hair_06_specular"	"male_hair_06_sillum"	"male_hair_06_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	38	38	-1	"male_hair_07"	"male_hair_07_diffuse"	"male_hair_07_normal"	"male_hair_07_specular"	"male_hair_07_sillum"	"male_hair_07_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	39	39	-1	"male_hair_08"	"male_hair_08_diffuse"	"male_hair_08_normal"	"male_hair_08_specular"	"male_hair_08_sillum"	"male_hair_08_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	40	40	-1	"male_hair_09"	"male_hair_09_diffuse"	"male_hair_09_normal"	"male_hair_09_specular"	"male_hair_09_sillum"	"male_hair_09_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	41	41	-1	"male_hair_10"	"male_hair_10_diffuse"	"male_hair_10_normal"	"male_hair_10_specular"	"male_hair_10_sillum"	"male_hair_10_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	42	42	-1	"male_hair_11"	"male_hair_11_diffuse"	"male_hair_11_normal"	"male_hair_11_specular"	"male_hair_11_sillum"	"male_hair_11_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	43	43	-1	"male_hair_12"	"male_hair_12_diffuse"	"male_hair_12_normal"	"male_hair_12_specular"	"male_hair_12_sillum"	"male_hair_12_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	44	44	-1	"male_hair_13"	"male_hair_13_diffuse"	"male_hair_13_normal"	"male_hair_13_specular"	"male_hair_13_sillum"	"male_hair_13_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	45	45	-1	"male_hair_14"	"male_hair_14_diffuse"	"male_hair_14_normal"	"male_hair_14_specular"	"male_hair_14_sillum"	"male_hair_14_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	46	46	-1	"male_hair_15"	"male_hair_15_diffuse"	"male_hair_15_normal"	"male_hair_15_specular"	"male_hair_15_sillum"	"male_hair_15_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	47	47	-1	"male_hair_16"	"male_hair_16_diffuse"	"male_hair_16_normal"	"male_hair_16_specular"	"male_hair_16_sillum"	"male_hair_16_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	49	49	-1	"facial_hair_01"	"facial_hair_01_diffuse"	"facial_hair_01_normal"	"facial_hair_01_specular"	"facial_hair_01_sillum"	"facial_hair_01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	50	50	-1	"facial_hair_02"	"facial_hair_02_diffuse"	"facial_hair_02_normal"	"facial_hair_02_specular"	"facial_hair_02_sillum"	"facial_hair_02_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	51	51	-1	"facial_hair_03"	"facial_hair_03_diffuse"	"facial_hair_03_normal"	"facial_hair_03_specular"	"facial_hair_03_sillum"	"facial_hair_03_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	52	52	-1	"facial_hair_04"	"facial_hair_04_diffuse"	"facial_hair_04_normal"	"facial_hair_04_specular"	"facial_hair_04_sillum"	"facial_hair_04_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	53	53	-1	"facial_hair_05"	"facial_hair_05_diffuse"	"facial_hair_05_normal"	"facial_hair_05_specular"	"facial_hair_05_sillum"	"facial_hair_05_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	54	54	-1	"facial_hair_06"	"facial_hair_06_diffuse"	"facial_hair_06_normal"	"facial_hair_06_specular"	"facial_hair_06_sillum"	"facial_hair_06_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	55	55	-1	"facial_hair_07"	"facial_hair_07_diffuse"	"facial_hair_07_normal"	"facial_hair_07_specular"	"facial_hair_07_sillum"	"facial_hair_07_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	56	56	-1	"facial_hair_08"	"facial_hair_08_diffuse"	"facial_hair_08_normal"	"facial_hair_08_specular"	"facial_hair_08_sillum"	"facial_hair_08_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	57	57	-1	"facial_hair_09"	"facial_hair_09_diffuse"	"facial_hair_09_normal"	"facial_hair_09_specular"	"facial_hair_09_sillum"	"facial_hair_09_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	58	58	-1	"facial_hair_10"	"facial_hair_10_diffuse"	"facial_hair_10_normal"	"facial_hair_10_specular"	"facial_hair_10_sillum"	"facial_hair_10_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	59	59	-1	"facial_hair_11"	"facial_hair_11_diffuse"	"facial_hair_11_normal"	"facial_hair_11_specular"	"facial_hair_11_sillum"	"facial_hair_11_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	60	60	-1	"facial_hair_12"	"facial_hair_12_diffuse"	"facial_hair_12_normal"	"facial_hair_12_specular"	"facial_hair_12_sillum"	"facial_hair_12_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	57	61	61	-1	"facial_hair_13"	"facial_hair_13_diffuse"	"facial_hair_13_normal"	"facial_hair_13_specular"	"facial_hair_13_sillum"	"facial_hair_13_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	13	63	14	-1		"female_bare_body_diffuse_a"	"female_bare_body_normal_a"	"female_bare_body_specular_a"	"female_bare_body_sillum"	"female_bare_body_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	13	63	13	-1		"female_bare_body_diffuse_a"	"female_bare_body_normal_a"	"female_bare_body_specular_a"	"female_bare_body_sillum"	"female_bare_body_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	13	63	15	-1		"female_bare_body_diffuse_a"	"female_bare_body_normal_a"	"female_bare_body_specular_a"	"female_bare_body_sillum"	"female_bare_body_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	60	63	63	-1		"cf_body_scar_1_diffuse_a"	"cf_body_scar_1_normal"	"cf_body_scar_1_specular"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	54	64	64	-1	"Female_1"	"Female_1_diffuse"	"Female_1_Normal"	"Female_1_Specular"	"Female_1_sillum"	"Female_1_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	65	65	-1	"Female_2"	"Female_2_diffuse"	"Female_2_Normal"	"Female_2_Specular"	"Female_2_sillum"	"Female_2_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	66	66	-1	"Female_3"	"Female_3_diffuse"	"Female_3_Normal"	"Female_3_Specular"	"Female_3_sillum"	"Female_3_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	67	67	-1	"Female_4"	"Female_4_diffuse"	"Female_4_Normal"	"Female_4_Specular"	"Female_4_sillum"	"Female_4_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	68	68	-1	"Female_5"	"Female_5_diffuse"	"Female_5_Normal"	"Female_5_Specular"	"Female_5_sillum"	"Female_5_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	69	69	-1	"Female_6"	"Female_6_diffuse"	"Female_6_Normal"	"Female_6_Specular"	"Female_6_sillum"	"Female_6_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	70	70	-1	"Female_7"	"Female_7_diffuse"	"Female_7_Normal"	"Female_7_Specular"	"Female_7_sillum"	"Female_7_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	71	71	-1	"Female_8"	"Female_8_diffuse"	"Female_8_Normal"	"Female_8_Specular"	"Female_8_sillum"	"Female_8_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	72	72	-1	"Female_9"	"Female_9_diffuse"	"Female_9_Normal"	"Female_9_Specular"	"Female_9_sillum"	"Female_9_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	73	73	-1	"Female_10"	"Female_10_diffuse"	"Female_10_Normal"	"Female_10_Specular"	"Female_10_sillum"	"Female_10_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	59	64	64	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	65	65	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	66	66	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	67	67	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	68	68	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	69	69	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	70	70	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	71	71	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	72	72	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	59	73	73	15	"Common_Textures"	"cf_accessory_diffuse_1"	"cf_accessory_normal_1"	"cf_accessory_specular_1"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	0	0	0	0
"3,62,0,-1,0,-1"	56	76	76	-1	"female_hair_01"	"female_hair_01_diffuse"	"female_hair_01_normal"	"female_hair_01_specular"	"female_hair_01_sillum"	"female_hair_01_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	77	77	-1	"female_hair_02"	"female_hair_02_diffuse"	"female_hair_02_normal"	"female_hair_02_specular"	"female_hair_02_sillum"	"female_hair_02_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	78	78	-1	"female_hair_03"	"female_hair_03_diffuse"	"female_hair_03_normal"	"female_hair_03_specular"	"female_hair_03_sillum"	"female_hair_03_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	79	79	-1	"female_hair_04"	"female_hair_04_diffuse"	"female_hair_04_normal"	"female_hair_04_specular"	"female_hair_04_sillum"	"female_hair_04_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	80	80	-1	"female_hair_05"	"female_hair_05_diffuse"	"female_hair_05_normal"	"female_hair_05_specular"	"female_hair_05_sillum"	"female_hair_05_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	81	81	-1	"female_hair_06"	"female_hair_06_diffuse"	"female_hair_06_normal"	"female_hair_06_specular"	"female_hair_06_sillum"	"female_hair_06_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	82	82	-1	"female_hair_07"	"female_hair_07_diffuse"	"female_hair_07_normal"	"female_hair_07_specular"	"female_hair_07_sillum"	"female_hair_07_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	83	83	-1	"female_hair_08"	"female_hair_08_diffuse"	"female_hair_08_normal"	"female_hair_08_specular"	"female_hair_08_sillum"	"female_hair_08_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	84	84	-1	"female_hair_09"	"female_hair_09_diffuse"	"female_hair_09_normal"	"female_hair_09_specular"	"female_hair_09_sillum"	"female_hair_09_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	85	85	-1	"female_hair_10"	"female_hair_10_diffuse"	"female_hair_10_normal"	"female_hair_10_specular"	"female_hair_10_sillum"	"female_hair_10_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	86	86	-1	"female_hair_11"	"female_hair_11_diffuse"	"female_hair_11_normal"	"female_hair_11_specular"	"female_hair_11_sillum"	"female_hair_11_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	87	87	-1	"female_hair_12"	"female_hair_12_diffuse"	"female_hair_12_normal"	"female_hair_12_specular"	"female_hair_12_sillum"	"female_hair_12_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	88	88	-1	"female_hair_14"	"female_hair_14_diffuse"	"female_hair_14_normal"	"female_hair_14_specular"	"female_hair_14_sillum"	"female_hair_14_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	56	89	89	-1	"female_hair_15"	"female_hair_15_diffuse"	"female_hair_15_normal"	"female_hair_15_specular"	"female_hair_15_sillum"	"female_hair_15_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	58	91	63	-1	"Female_Accessories"	"Female_Acc_Diffuse"	"Female_Acc_Normal"	"Female_Acc_Spec"	"Female_Acc_Sillumn"	"Female_Acc_Color_Mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	61	112	16	-1	"wardrobe"	"dye_kit_diffuse"		"dye_kit_specular"		"dye_kit_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	128	0	0	128	128	0	0	128	128	0	0
"3,62,0,-1,0,-1"	61	112	63	-1	"wardrobe"	"dye_kit_diffuse"		"dye_kit_specular"		"dye_kit_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	128	0	0	128	128	0	0	128	128	0	0
"3,62,0,-1,0,-1"	62	106	106	-1		"suit_diffuse"	"suit_normal"	"suit_specular"	"suit_glow"	"suit_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	63	106	106	-1		"helmet_diffuse"	"helmet_normal"	"helmet_specular"	"helmet_glow"	"helmet_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	62	107	107	-1		"suit_diffuse"	"suit_normal"	"suit_specular"	"suit_glow"	"suit_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	63	107	107	-1		"helmet_diffuse"	"helmet_normal"	"helmet_specular"	"helmet_glow"	"helmet_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
