name	code	style	nameStringKey	subscriberOnly	startingQuestCheat	closeOnComplete	repeatable	repeatRateInSeconds	skipActivateFanfare	skipCompleteFanfare	endOfActNumber	autoTrackOnActivate	autoActivateLevel	onlyOneDifficulty	currentlyUnavailable	minLevelPreReq	maxLevelPreReq	factionTypePreReq	factionAmountPreReq	startingItemsTreasureClass	removeStartingItemsOnComplete	offerReward	castGiver	levelStoryQuestStartsIn	castRewarder	levelRewarderNpc	giverItem	giverItemDropRate	level	levelNightmare	experienceMultiplier	moneyMultiplier	statPoints	skillPoints	factionTypeReward	factionAmountReward	InitFunction	FreeFunction	onEnterGameFunction	warpToOpenOnActivate	warpToOpenOnComplete	versionFunction	beatGameOnComplete	weight	radius	height	flatZTolerance	layoutAdventure	objectAdventure	treasureRoomClass	template	descriptionDialog	inCompleteDialog	completeDialog	rewardDialog	acceptButtonText	objectiveMonster	objectiveUnitType	objectiveObject	objectiveCount	collectDropRate	collectItem	explorePercent	spawnCount	nameOverrideStringKey	nameInLogOverrideStringKey	logOverrideState	logOverrideString	subLevelTypeTruthOld	subLevelTypeTruthNew	questStateAdvanceToAtSubLevelTrut	monsterBoss	globalthemeRequired	
WantedTemplar1	17734	1	11670	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	75	-1	21	42	-1	1	20	45	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	490	-1	-1	1	1	167	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedTemplar2	17990	1	11671	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	75	-1	21	42	-1	1	21	46	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	169	-1	-1	1	1	168	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedMonument1	18246	1	11672	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	76	-1	19	58	-1	1	21	45	5	25	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	298	-1	-1	1	1	169	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedMonument2	18502	1	11673	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	76	-1	19	58	-1	1	22	46	5	25	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	185	-1	-1	1	1	170	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedLiverpool1	18758	1	11674	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	77	-1	80	87	-1	1	26	50	5	25	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	125	-1	-1	1	1	171	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedLiverpool2	19014	1	11675	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	77	-1	80	87	-1	1	27	51	5	25	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	279	-1	-1	1	1	172	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedFinsbury1	19270	1	11676	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	78	-1	22	102	-1	1	28	53	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	343	-1	-1	1	1	173	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedFinsbury2	19526	1	11677	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	78	-1	22	102	-1	1	29	54	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	93	-1	-1	1	1	174	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedStPaul1	19782	1	11678	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	79	-1	90	115	-1	1	30	58	5	25	0	0	11	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	461	-1	-1	1	1	175	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedStPaul2	20038	1	11679	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	79	-1	90	115	-1	1	30	59	5	25	0	0	11	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	392	-1	-1	1	1	176	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Tricked	20294	1	12659	0	0	0	0	0	0	0	0	0	-1	0	1	1	-1	-1	0	-1	0	202	81	-1	81	7	-1	1	4	29	10	0	0	0	4	100				-1	-1		0	0	0	0	0		-1	-1	0	943	944	945	946	1148	639	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Treats	20550	1	12665	0	0	0	1	3600	0	0	0	0	-1	0	1	1	-1	-1	0	-1	0	203	81	-1	81	7	-1	1	4	29	0	0	0	0	4	100				-1	-1		0	0	0	0	0		-1	-1	1	947	948	949	950	1148	-1	-1	-1	5	0	195	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
GFN1	20806	1	12671	1	0	0	0	0	0	0	0	0	-1	0	1	1	-1	-1	0	-1	0	204	81	-1	81	42	-1	1	16	41	5	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	951	952	953	954	1148	248	-1	-1	1	1	240	0	0	-1	-1	3	12676	0	0	-1	-1	0
GFN2	21062	1	12678	1	0	0	0	0	0	0	0	0	-1	0	1	1	-1	-1	0	456	1	205	81	-1	81	42	-1	1	16	41	10	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	955	956	957	958	1148	-1	-1	-1	1	0	226	0	0	-1	-1	-1	-1	0	0	-1	-1	0
GFN3	21318	1	12685	1	0	0	0	0	0	0	0	0	-1	0	1	1	-1	-1	0	-1	0	206	81	-1	81	42	-1	1	16	41	10	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	959	960	961	962	1148	103	-1	-1	1	0	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	0
GFN4	21574	1	12691	1	0	0	1	3600	0	0	0	0	-1	0	1	1	-1	-1	0	-1	0	207	81	-1	81	42	-1	1	16	41	0	0	0	0	7	100				-1	-1		0	0	0	0	0		-1	-1	1	963	964	965	966	1148	-1	-1	-1	10	0	195	0	0	-1	-1	-1	-1	0	0	-1	-1	0
Cube	23110	0	-1	1	0	0	0	0	0	0	0	0	-1	1	0	1	-1	-1	0	-1	0	-1	-1	-1	81	1	-1	1	1	29	0	0	0	0	-1	0	CubeInit	CubeFree		-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
cube2	24902	1	13126	1	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	500	1	209	81	-1	81	1	-1	1	1	29	5	25	0	0	12	50				-1	-1		0	0	0	0	0		-1	-1	1	1567	1568	1569	-1	1148	-1	-1	-1	1	0	255	0	0	-1	-1	3	13131	0	0	-1	-1	2
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	1	1	31	0	0	0	0	-1	0				-1	-1		0	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
